弹幕出现时间,弹幕格式,弹幕字体,弹幕颜色,弹幕时间戳,弹幕池,用户ID,rowID,未知信息,弹幕信息,分词结果
193.70700,1,25,16777215,Sun Feb 19 11:27:57 2023,0,610aaa17,1255657828790916608	,10,高启强之所以没有被奉为偶像，是因为还是没有做大做强，没有成功洗白自己的产业,高启 强 奉 偶像 ， 是因为 做 大 做 强 ， 成功 洗白 产业
728.81000,5,25,15138834,Wed Feb 22 22:58:09 2023,0,98272d1b,1258179539323298816	,10,是当时的社会疯了，他只是一个具象化，没有一个人是天生的疯子,社会 疯 ， 一个 具象化 ， 一个 人 天生 疯子
945.33100,1,25,16777215,Mon Feb 20 20:24:27 2023,0,5c10342f,1256652630793893376	,10,前面的，自己不想为公理和自己受到的不公平抗争，就不要去取笑走在这条路上的，甚至是已经倒在这条路上的人，因为你现在能在这里对他们指指点点，是因为他们将风雨挡在了你的前面。,， 不想 公理 不 公平 抗争 ， 去 取笑 走 这条 路上 ， 倒 这条 路上 人 ， 指指点点 ， 是因为 风雨 挡 。
1089.38500,1,25,16777215,Mon Feb 20 13:00:53 2023,0,bf9a1654,1256429379173972992	,10,这个世界需要理想,世界 理想
795.85000,1,25,16777215,Mon Feb 20 12:40:03 2023,0,aad3521a,1256418889001085440	,10,什么让他变成恶人？自己选的呗，你可别说社会没给过他机会，他在不可回头之前抽身的机会可太多了,恶人 ？ 选 ， 社会 没 机会 ， 回头 抽身 机会 可太多
761.17100,1,25,16777215,Mon Feb 20 01:42:43 2023,0,92585830,1256088049012696832	,10,这段分析太好了，深度和对于社会发展逻辑链条的延伸，对比和回顾远胜过我这段时间看过的大多数剧评,段 分析 太好了 ， 深度 社会 发展 逻辑 链条 延伸 ， 对比 回顾 远 胜过 段时间 看过 剧评
865.68600,1,25,16777215,Sun Feb 19 20:01:28 2023,0,5e273a6b,1255916290292564480	,10,安欣没有主角光环活不过三集，但高启强不断地被大众生产。圣徒精神不是凭空来的。,安欣 主角 光环 活 三集 ， 高启 强 地被 大众 生产 。 圣徒 精神 凭空 。
536.56700,1,25,16777215,Sun Feb 19 19:49:30 2023,0,9441743f,1255910265493824000	,10,简单点来说就是村霸，对内欺压，对外打着村民的名头去抢利益，然后全部收入自己囊中,简单 点 来说 村霸 ， 对内 欺压 ， 对外 打着 村民 名头 去 抢 利益 ， 收入 囊中
65.81200,5,25,15138834,Sun Feb 19 19:08:31 2023,0,693980ff,1255889640305632256	,10,富兰克林老崔属于北美刘华强,富兰克林 老 崔 北美 刘华强
241.69800,5,25,16776960,Sun Feb 19 18:59:49 2023,0,5a23b181,1255885256385596416	,10,麦卡锡主义,麦卡锡主义
349.09900,1,25,16777215,Sun Feb 19 18:33:24 2023,0,f0a51a80,1255871964812551168	,10,卡尔，兰博基 《大转型》,卡尔 ， 兰博基 《 大 转型 》
751.27500,5,25,16777215,Sun Feb 19 18:18:48 2023,0,3b5f7677,1255864613682211072	,10,《打不过就加入》,《 》
782.26500,1,25,16777215,Sun Feb 19 16:23:14 2023,0,aad3521a,1255806449859468032	,10,观众只看到了一个恶人的发家史，却没想过自己是被高家和那些保护伞迫害的千千万万劳苦民众,观众 只 一个 恶人 发家史 ， 却 没想 高家 保护伞 迫害 千千万万 劳苦 民众
213.25300,1,25,16777215,Sun Feb 19 16:13:23 2023,0,26f4f8b6,1255801494331089408	,10,高启强怎么没有及时转型？他早就洗白了，但是戏剧冲突让他的老底被挖出来了,高启 强 转型 ？ 早就 洗白 ， 戏剧 冲突 老底 挖出来
672.35000,1,25,16777215,Sun Feb 19 16:04:33 2023,0,5241c093,1255797044728331520	,10,也就是近几年经济下滑才导致公务员变热门，不然去企业一直都是大学生的首选,近几年 经济 下滑 才 导致 公务员 变 热门 ， 去 企业 都 大学生 首选
478.48700,1,25,16777215,Sun Feb 19 15:56:00 2023,0,3a2aae95,1255792741330211840	,10,要保持思考勇于指出错误，而不是躲在网络后面诋毁和碎碎念,思考 勇于 指出 错误 ， 躲 网络 诋毁 碎 碎念
656.08300,5,25,16777215,Sun Feb 19 15:41:30 2023,0,c089dc20,1255785444743029760	,10,其实用时代发展角度，高气盛干本专业金融之后也能年入百万,时代 发展 角度 ， 高 气盛 干本 专业 金融 年 入 百万
904.68100,1,25,16777215,Sun Feb 19 15:28:08 2023,0,aea5b433,1255778712969185024	,10,相较之下，一个纯粹的小人物的纯善，并且还能成为主角，才超现实吧,相 之下 ， 一个 纯粹 小人物 纯善 ， 还 主角 ， 才 超现实
1011.39800,5,25,16777215,Sun Feb 19 15:19:28 2023,0,8afae6b4,1255774353845420288	,10,冲这一段投币了,一段 投币
221.09900,5,25,16765698,Sun Feb 19 13:59:37 2023,0,9add1d26,1255734166113322752	,10,把高启强和张颂文混为一谈又把对于张颂文演技的认可扭曲成把高启强奉为偶像的人非蠢既坏,高启 强 张颂文 混为一谈 张颂文 演技 认可 扭曲 成 高启 强奉 偶像 人 非蠢 坏
5.15800,1,25,16777215,Sun Feb 19 13:15:34 2023,0,477fd066,1255711988328683520	,10,这组对比镜头居然让我泪目了,这组 对比 镜头 居然 泪目
398.17700,5,25,15772458,Sun Feb 19 13:09:34 2023,0,33e3c2ac,1255708973454472704	,10,乡贤：指车神李有田（）,乡贤 ： 指 车神 李有 田 （ ）
199.42200,5,25,16707842,Sun Feb 19 13:06:39 2023,0,bd6c8a2d,1255707503401061376	,10,高启强是因为演员演得好加上紧张刺激的剧情推动，现实原型刘汉能有多少人把他当偶像,高启 强 是因为 演员 演得 好 加上 紧张 刺激 剧情 推动 ， 现实 原型 刘汉能 人 偶像
596.81100,5,25,16777215,Sun Feb 19 13:05:26 2023,0,e8463476,1255706894597771264	,10,因为确实是不得不，不然就永远比不上美国生活的竞争力,确实 不得不 ， 永远 比不上 美国 生活 竞争力
850.13100,1,25,16777215,Sun Feb 19 12:55:07 2023,0,8e93a57a,1255701699029416960	,10,安欣更像是一个理想化的符号,安欣 更 像是 一个 理想化 符号
1060.16900,1,25,16777215,Sun Feb 19 12:46:31 2023,0,f6ba43ed,1255697367412350208	,10,前面的别搞笑了，韩国电影确实有在推动相关社会制度和法律的完善（虽然没有根本性的改变）,搞笑 ， 韩国 电影 确实 推动 相关 社会制度 法律 完善 （ 根本性 改变 ）
275.30100,1,25,16777215,Sun Feb 19 13:21:43 2023,0,835f4d25,1255715084102356480	,10,高启强是被迫下线的，按照前期的谨慎，后期怎么可能站错队,高启 强是 被迫 下线 ， 前期 谨慎 ， 后期 站 错队
972.19700,1,25,16777215,Mon Feb 20 14:26:07 2023,0,e178ea9d,1256472277928095232	,10,温铁军、卢麒元不也在坚持理想么？,温铁军 、 卢麒元 不 理想 ？
271.79100,5,25,16777215,Sun Feb 19 18:28:57 2023,0,b3119305,1255869722353156608	,10,说高齐强成为全民偶像的，麻烦你尊重一下现实，看看村霸、鱼霸、沙场、菜市场、运输车队、土方等等哪个不是让人深恶痛绝？,说 高齐强 全民 偶像 ， 麻烦 尊重 现实 ， 村霸 、 鱼霸 、 沙场 、 菜市场 、 运输 车队 、 土方 人 深恶痛绝 ？
625.71000,1,25,16777215,Sun Feb 19 15:39:55 2023,0,c089dc20,1255784648462963712	,10,这么多yygq的，全都是李宏伟看视频?,yygq ， 全都 李宏伟 看 视频 ?
613.81900,1,25,16777215,Sun Feb 19 13:57:39 2023,0,d3f7eb75,1255733174563043584	,10,没上过初中吗？国有经济为主体，多种所有制经济并存,没上 初中 ？ 国有经济 主体 ， 多种 所有制 经济 并存
424.85400,1,25,16777215,Sun Feb 19 12:44:32 2023,0,8e93a57a,1255696374033608960	,10,我就觉得后期什么刀哥放高利贷，破事又多风险又大，一点都不合理,后期 刀哥 放高利贷 ， 破事 风险 大 ， 一点 都 不合理
614.63200,1,25,16777215,Mon Feb 20 00:25:12 2023,0,b3248441,1256049028941258496	,10,如果觉得up在叠甲 说明你没理解,up 叠 甲 没 理解
604.06000,1,25,16777215,Mon Feb 20 09:36:21 2023,0,68da67d3,1256326435694473728	,10,全给弹幕懂完了,全给 弹幕 懂 完
340.52200,1,25,16777215,Sun Feb 19 17:49:55 2023,0,eed30525,1255850076870769408	,10,经典“生产关系阻碍了生产力发展”,经典 “ 生产关系 阻碍 生产力 发展 ”
607.38100,1,25,16777215,Sun Feb 19 23:27:26 2023,0,cf83c822,1256019956039157504	,10,懂哥们又来了,懂 哥们
14.75000,1,25,16777215,Sun Feb 19 17:38:02 2023,0,134e0657,1255844092697454080	,10,要是没审核任由发挥，狂飙才可能封神,没 审核 任由 发挥 ， 狂飙 才 封神
1049.44700,1,25,16777215,Sun Feb 19 11:42:38 2023,0,a65e5d36,1255665221469654016	,10,这是不现实的，不是吗,不 现实 ，
1003.79700,1,25,16777215,Thu Feb 23 12:31:21 2023,0,cfed0068,1258588841460442624	,10,狂飙不比亿万写得深刻?差什么档次?亿万那样把头埋进土里就有档次?,狂飙 亿万 写得 深刻 ? 差 档次 ? 亿万 把头 埋进 土里 档次 ?
599.94600,1,25,16777215,Sun Feb 19 15:05:37 2023,0,2671fe3e,1255767379531667200	,10,委婉？不这样你过不上更好的日子不得天天在社交网络上吐槽,委婉 ？ 不 不 上 更好 日子 天天 社交 网络 上吐槽
592.47600,1,25,16777215,Sun Feb 19 12:25:06 2023,0,189f3681,1255686595282279168	,10,什么叫“不得不”？,“ 不得不 ” ？
1015.72100,1,25,16777215,Sun Feb 19 12:05:11 2023,0,a139a586,1255676567867484160	,10,需要批判的话，大可看学术论文而不是什么电视剧,批判 ， 大可看 学术论文 电视剧
606.33400,1,25,16777215,Mon Feb 20 19:46:46 2023,0,4d288d1b,1256633665929404672	,10,叠甲，过！,叠甲 ， ！
907.05000,1,25,16777215,Sun Feb 19 22:54:17 2023,0,fd60cb82,1256003270745322752	,10,up有些过度解读，只是借狂飙讲自己想讲的故事,up 过度 解读 ， 借 狂飙 讲 想 讲 故事
97.48100,1,25,16777215,Sun Feb 19 19:21:52 2023,0,65fbe9f2,1255896358397997312	,10,前面先缓存的什么应激反应,先 缓存 应激反应
600.95700,1,25,15138834,Sun Feb 19 19:00:47 2023,0,8ba0d793,1255885744183296000	,10,求生欲很强啊。,求生欲 很强 。
13.31900,1,25,16777215,Sun Feb 19 18:09:55 2023,0,7450bc7,1255860140708785152	,10,人民的名义，琅琊榜，隐秘的角落等等，都不错,人民 名义 ， 琅 琊 榜 ， 隐秘 角落 ， 都 不错
628.45900,1,25,16777215,Sun Feb 19 14:05:24 2023,0,8cd3cd06,1255737075987334400	,10,自己没有理想就不要以为别人没有,理想 别人
1057.53900,1,25,16777215,Sun Feb 19 12:25:55 2023,0,73e56438,1255687003606325760	,10,南棒片所谓的深刻，只是更黑暗绝望,南棒片 深刻 ， 更 黑暗 绝望
279.62600,1,25,16777215,Fri Mar 17 13:46:48 2023,0,d4f398bc,1274571880023725824	,10,额，怎么不提19世纪末20世纪初北美媒体和法律界联合发起的反托拉斯运动和地方巡回法庭制度了,额 ， 不提 19 世纪末 20 世纪 初 北美 媒体 法律界 联合 发起 反托拉斯 运动 地方 巡回 法庭 制度
753.95800,1,25,16777215,Tue Feb 21 22:18:52 2023,0,5e0c34a,1257434996617068544	,10,公平呗说的那么文艺,公平 说 文艺
853.59100,1,25,16777215,Mon Feb 20 13:52:57 2023,0,218e0762,1256455581980446208	,10,安欣更像是一个神，虚无缥缈,安欣 更 像是 一个 神 ， 虚无缥缈
133.71500,1,25,16777215,Mon Feb 20 12:06:53 2023,0,5a19d1da,1256402199203082496	,10,美国不是公平正义的化身吗，我不信,美国 公平正义 化身 ， 不信
1035.30400,1,25,16777215,Mon Feb 20 11:46:22 2023,0,46854385,1256391871199239680	,10,这种设定毫无意义,设定 毫无意义
29.54800,1,25,16777215,Mon Feb 20 11:17:11 2023,0,470e78e,1256377181983140096	,10,三体和狂飙相比，三体更完整更有逻辑，更严谨，演技也是丝毫不差,三体 狂飙 相比 ， 三体 更 完整 更 逻辑 ， 更 严谨 ， 演技 丝毫不差
597.56300,1,25,16777215,Sun Feb 19 23:44:53 2023,0,e2bfcdf2,1256028739247123200	,10,是无意的不得不？还是有意的不得不？,无意 不得不 ？ 有意 不得不 ？
43.11300,1,25,16777215,Sun Feb 19 22:43:22 2023,0,7abd4a47,1255997772390566400	,10,亿万跟这个完全两码事啊,亿万 两码事
607.68600,1,25,16777215,Sun Feb 19 21:20:34 2023,0,de0d5fa9,1255956097492432384	,10,大家心照,心照
85.82100,1,25,15138834,Sun Feb 19 21:01:58 2023,0,3c4ac807,1255946742256717312	,10,美国的强大离不开鸦片战争和三角贸易所获取的巨额利润,美国 强大 离不开 鸦片战争 三角 贸易 获取 巨额利润
611.55100,1,25,16777215,Sun Feb 19 19:33:33 2023,0,835c42e1,1255902241169398784	,10,红字逆天兔u是吧,红字 逆 天兔 u
21.18200,1,25,16777215,Sun Feb 19 18:02:26 2023,0,58178c36,1255856373728933632	,10,说烂尾的就是不能接受社会变好，不相信人类能自我修复，比叶文洁还惨,说 烂尾 接受 社会 变 好 ， 不 人类 自我 修复 ， 比叶 文洁 还 惨
51.52700,1,25,16777215,Sun Feb 19 17:57:39 2023,0,258cd739,1255853973781809152	,10,都没看过,都 没 看过
622.43000,1,25,16777215,Sun Feb 19 17:41:49 2023,0,5b81a211,1255846001684860416	,10,国有经济主体？占比小于50％也算主体，哈哈哈哈,国有经济 主体 ？ 占 小于 50 ％ 算 主体 ， 哈哈哈哈
28.77900,1,25,16777215,Sun Feb 19 17:08:08 2023,0,7cc8bad6,1255829045413760000	,10,这句话说的有问题,这句 话 说
602.05000,1,25,16777215,Sun Feb 19 12:36:48 2023,0,ebc07526,1255692477911069184	,10,说的太明白视频就没了,说 太 明白 视频 没
602.77000,1,25,16777215,Sun Feb 19 12:28:36 2023,0,1a07a5d3,1255688355614749952	,10,终于知道为什么能发出来了,终于 发出
233.25600,1,25,16777215,Sun Feb 19 12:24:53 2023,0,a3ee5347,1255686482128426496	,10,你变了,变
1073.98200,1,25,16777215,Sun Feb 19 12:18:58 2023,0,f293bd50,1255683503232733184	,10,看得出作者是希望人民觉醒的，,看得出 作者 希望 人民 觉醒 ，
620.80500,1,25,16777215,Sun Feb 19 11:24:39 2023,0,31b95217,1255656168215739136	,10,血脉不一样罢了,血脉 不
451.75900,1,25,16777215,Sun Oct 27 22:55:15 2024,0,373a4489,1702465603946562304	,10,记录在案,记录在案
608.47000,1,25,16777215,Thu Aug  1 19:45:25 2024,0,fbb0d7c3,1639314571603028224	,10,高启强缺点是赚没跑出去。,高启 强 缺点 赚 没 跑出去 。
39.94900,1,25,16777215,Sat Jun 15 15:10:10 2024,0,f413689c,1605111576397319936	,10,狂飙部分集的巅峰高，但整体上三体更好（狂飙后面拉了）,狂飙 集 巅峰 高 ， 整体 上三体 更好 （ 狂飙 拉 ）
994.47300,1,25,16777215,Tue May 28 17:31:24 2024,0,55183a5,1592136700757742592	,10,好多美剧日剧都是类似这样,好多 美剧 日剧 都 类似
991.04800,1,25,16777215,Tue May 28 17:31:05 2024,0,55183a5,1592136536340897792	,10,hhhh这个处理太经典了，把社会问题最终归因到个人问题，不敢直面想得到的答案,hhhh 太 经典 ， 社会 最终 归因 ， 直面 想得到 答案
949.28600,5,25,16707842,Sun May 26 20:33:51 2024,0,1fc9ff5e,1590778972566833664	,10,金融霸权的基础是遍布全球的美军基地,金融 霸权 基础 遍布 全球 美军基地
606.32900,1,25,16777215,Sun May 19 00:23:00 2024,0,20a75dc,1585096101789350144	,10,谔谔,谔 谔
1046.80300,1,25,16777215,Sun May  5 11:42:26 2024,0,49df1169,1575291210799834112	,10,你在写童话故事吗,写 童话故事
55.35700,5,25,15138834,Sat May  4 05:26:41 2024,0,3af0496e,1574377314765032192	,10,《美国没有人情世故》,《 美国 人情世故 》
1048.75900,1,25,16777215,Fri May  3 12:23:01 2024,0,ad55a3c5,1573862091344165120	,10,还真没听说过,还 真 没听说过
1044.34100,1,25,16777215,Fri May  3 12:22:46 2024,0,ad55a3c5,1573861962880930304	,10,但现实里不可能,现实 里 不
760.89500,1,25,16777215,Fri May  3 12:17:17 2024,0,ad55a3c5,1573859205579126272	,10,变成自己最讨厌的人,最 讨厌 人
613.11500,1,25,16777215,Fri May  3 12:13:25 2024,0,ad55a3c5,1573857261040812800	,10,已经记录在案！叠甲？完了！,记录在案 ！ 叠甲 ？ 完 ！
178.92400,1,25,16777215,Fri May  3 12:01:01 2024,0,ad55a3c5,1573851016300987136	,10,营销号嘛，你能指望它懂什么,营销 号 ， 指望 懂
32.91400,1,25,16777215,Sat Apr 27 10:40:04 2024,0,841f9c9f,1569461621103840768	,10,那是必然的,
730.49900,1,25,16777215,Tue Apr 23 20:25:27 2024,0,77f1aff8,1566857146065691904	,10,我感觉我也不远了,感觉 不远
779.70600,1,25,16777215,Sat Apr 20 16:32:13 2024,0,1f8c8a0f,1564565430973179136	,10,这才是现实,这才 现实
217.79600,1,25,16777215,Sat Apr 20 16:22:34 2024,0,1f8c8a0f,1564560577014182912	,10,高生不逢时？,高 生不逢时 ？
466.83400,1,25,16777215,Sat Apr 20 11:24:42 2024,0,54a9f2db,1564410653496650240	,10,晋升锦标赛,晋升 锦标赛
611.84100,1,25,16777215,Wed Apr 10 10:22:10 2024,0,c9b75c43,1557131421179789056	,10,哈哈，你对现实还是不了解阿，电视只拍了一部分，,， 现实 不 ， 电视 只 拍 一部分 ，
749.83000,1,25,16777215,Mon Apr  8 12:54:28 2024,0,c847f3f4,1555758526419187712	,10,兄弟们考研上岸咯，看那些在还水里的哈哈,兄弟 考研 上岸 咯 ， 看 还 水里
1061.26700,1,25,16777215,Fri Apr  5 15:14:05 2024,0,b7815327,1553654468984318208	,10,推荐看《暴风骤雨》，真正的“群众片”,推荐 看 《 暴风骤雨 》 ， “ 群众 片 ”
1050.38200,1,25,16777215,Mon Mar 11 21:55:52 2024,0,b5e555a8,1535737296832199680	,10,或许我们应该重温下白毛女,或许 重温 下 白毛女
355.87000,1,25,16777215,Wed Mar  6 02:35:46 2024,0,91388ee,1531529527690451712	,10,道德只能约束个人，对团体不起作用。过去的道德不代表现在，你的也不代表他的，你们更不代表他们,道德 只能 约束 ， 团体 不起作用 。 道德 不 代表 ， 不 代表 ， 更 不 代表
528.92400,1,25,16777215,Sun Mar  3 00:51:28 2024,0,3c59eaed,1529302699378626304	,10,总结得非常好,好
1041.38000,1,25,16777215,Thu Feb 29 13:34:10 2024,0,b5e555a8,1527512251890693888	,10,其实有啊，看白毛女吧,， 看 白毛女
193.59800,1,25,16777215,Mon Feb 19 14:28:12 2024,0,95796f42,1520291690253171968	,10,说得很精彩,说 很 精彩
29.08300,1,25,16777215,Sat Feb  3 10:17:31 2024,0,7ef15d4e,1508569107220710400	,10,说的是三体电视剧 不是三体动画,说 三体 电视剧 三体 动画
227.40300,1,25,16777215,Wed Jan 31 01:08:46 2024,0,6902b6d7,1506118586090000896	,10,他们不会秋后算账这个技能,秋后算账 技能
500.23300,1,25,16777215,Tue Jan 30 18:07:04 2024,0,5f9d97ed,1505906332740460032	,10,那人就没升迁,那人 没 升迁
1072.14900,1,25,16777215,Tue Jan 30 10:13:22 2024,0,99820f55,1505667917109508608	,10,太理想了.JPG,太 理想 . JPG
637.99200,1,25,16777215,Mon Jan 29 17:47:09 2024,0,bf3d8cf9,1505171540063708416	,10,是国家的，而不是市场的……,国家 ， 市场 … …
601.72600,1,25,16777215,Mon Jan 29 13:30:51 2024,0,44e4987a,1505042532197955840	,10,而非矛盾与否，而是是否处理，认为必须作出让步的显然只是既得利益者的盲目，是一种妥协，与想办法去处理的精神一定是相悖的,非 矛盾 ， ， 作出 让步 既得利益者 盲目 ， 一种 妥协 ， 想 办法 去 精神 相悖
365.71400,1,25,16777215,Tue Jan 23 22:19:26 2024,0,ee77ad54,1500959924744934912	,10,害怕,害怕
283.63800,1,25,16777215,Tue Jan 16 19:42:39 2024,0,2fd2aea6,1495807582580086528	,10,高起强后面也飘了,高起 强 飘
44.80600,1,25,16777215,Sun Jan  7 21:03:20 2024,0,6d35aed9,1489325215384345856	,10,华信股份832715财务造假,华信 股份 832715 财务 造假
41.64600,1,25,16777215,Sun Jan  7 21:03:11 2024,0,6d35aed9,1489325133620723968	,10,华信股份832715财务造假,华信 股份 832715 财务 造假
35.76600,1,25,16777215,Sun Jan  7 21:02:54 2024,0,6d35aed9,1489324991173762560	,10,华信股份832715财务造假,华信 股份 832715 财务 造假
1086.76700,1,25,16777215,Fri Jan  5 19:17:36 2024,0,d1b003d4,1487822443514183936	,10,哈哈大笑,哈哈大笑
56.89900,1,25,16777215,Fri Dec 29 16:49:27 2023,0,a3234126,1482674449449920256	,10,赞赞赞，居然有人讲亿万！,赞赞赞 ， 居然 有人 讲 亿万 ！
400.69700,1,25,16777215,Thu Dec 28 00:17:56 2023,0,d73de4de,1481450627258338304	,10,78年前根本没有所谓的传统乡村结构,78 年前 传统 乡村 结构
1073.32500,1,25,16777215,Wed Dec 27 00:14:55 2023,0,19fb5963,1480724333667545088	,10,我们不怕，他们怕,， 怕
613.62200,1,25,16777215,Mon Dec 25 12:04:57 2023,0,191f2709,1479632152340522752	,10,呵呵呵呵,呵呵 呵呵
1078.10000,1,25,16777215,Thu Dec 14 19:35:26 2023,0,759c32a5,1471886349841168896	,10,人民万岁！,人民 万岁 ！
1057.89000,1,25,16777215,Mon Dec 11 20:26:12 2023,0,b584c038,1469737577065433856	,10,。。。不切实际,。 。 。 不切实际
207.49900,1,25,16777215,Mon Dec 11 11:08:26 2023,0,25f1b426,1469456844144913920	,10,许家印,许家 印
611.21900,1,25,16777215,Sat Dec  9 08:09:01 2023,0,f20994a6,1467916990030185728	,10,不这样就过不了审 不要笑  ,不 不了 审 笑
877.86600,5,25,15138834,Mon Dec  4 22:46:33 2023,0,eb8ae4d9,1464734785896390912	,10,说不敢苟同的你去试试,说 不敢苟同 去 试试
1045.27100,1,25,16777215,Sat Nov 25 12:12:20 2023,0,61115027,1457892591701035520	,10,那狂飙就会变成一部爽文剧，就不会有那么高的高度,狂飙 会 一部 爽文剧 ， 高 高度
335.37900,1,25,16777215,Thu Nov 23 12:19:56 2023,0,9baeb648,1456446868530728704	,10,说人话,说人话
613.05800,1,25,16777215,Sun Nov 12 22:17:49 2023,0,8b6bae76,1448775261079401728	,10,迟到的正义，唉，也比没有的要好很多,迟到 正义 ， ， 好 很多
879.05900,1,25,16777215,Fri Oct 27 18:27:20 2023,0,82804b2b,1437062840065555712	,10,理想主义,理想主义
1048.79600,1,25,16777215,Sun Oct 22 00:43:18 2023,0,896c13d4,1432903414370610944	,10,科幻片,科幻片
659.50200,1,25,16777215,Tue Oct 10 20:05:47 2023,0,9ba48455,1424791208211120128	,10,考公是疫情前后，才成为热门的,考公是 疫情 ， 才 热门
332.73200,1,25,16777215,Mon Oct  9 23:01:19 2023,0,2d545ec0,1424154778187017984	,10,小编好像感冒了,小编 好像 感冒
640.51200,5,25,15138834,Thu Oct  5 22:28:53 2023,0,dd93bccc,1421239353665212672	,10,不安欣？（乱入）,不安 欣 ？ （ 乱入 ）
1094.14100,1,25,16777215,Wed Oct  4 02:09:41 2023,0,5ccde0d1,1419900936117424640	,10,没有理想就没有希望没有希望就没救了，理想还是要有的,理想 希望 希望 没救 ， 理想
4.51800,1,25,16777215,Tue Oct  3 11:19:10 2023,0,bed592ca,1419452720376461568	,10,是谁到了国庆还在看狂飙解说啊，哦是我自己,国庆 还 看 狂飙 解说 ，
1082.99700,1,25,15138834,Wed Sep 27 11:11:15 2023,0,7203f071,1415100084806642176	,10,没有监督权,监督权
1046.45400,1,25,16777215,Thu Sep 21 01:50:19 2023,0,7ddf4b1e,1410469104569263360	,10,一般人也没有黄瑶的内鬼地位,人 黄瑶 内 鬼 地位
602.99100,1,25,16777215,Thu Sep 21 01:39:25 2023,0,7ddf4b1e,1410463612790990592	,10,求生欲扑面而来,求生欲 扑面而来
595.67900,1,25,16777215,Thu Sep 21 00:10:01 2023,0,8e297ff4,1410418622681445632	,10,牺牲人民群众的利益,牺牲 人民 群众 利益
7.55100,1,25,16777215,Wed Sep 13 12:45:56 2023,0,a757506d,1405000878338996736	,10,倒也不至于，第三部分编剧明显拉胯了,倒 不至于 ， 第三 编剧 拉 胯
566.41400,1,25,16777215,Tue Sep 12 23:50:20 2023,0,fc37f8ae,1404610504903067136	,10,你这里的第2次剪刀差 是西方解读,2 次 剪刀差 西方 解读
1044.85900,1,25,16777215,Thu Sep  7 23:34:34 2023,0,a441190b,1400978695245745920	,10,你这个是全世界都害怕的,全世界 都 害怕
606.67300,1,25,16777215,Sun Sep  3 00:43:19 2023,0,3b5f4764,1397389413079700736	,10,小鬼又急咯,小鬼 急 咯
1067.58400,1,25,16777215,Fri Aug 25 01:43:21 2023,0,e8270333,1390896646929752064	,10,国内在变好 靠的都是一个个普通人的努力 不是只会啄牙花子的看客,国内 变好 都 一个个 普通人 努力 只会 啄 牙 花子 看客
1047.10200,1,25,16777215,Fri Aug 25 01:40:47 2023,0,e8270333,1390895359555226112	,10,本来就很难，又笨又菜的还用给你打,本来 很 难 ， 笨 菜 还
1057.94900,1,25,16777215,Sun Aug 13 20:25:45 2023,0,2da74726,1382764264145851648	,10,在他们的规则下打败他？确定吗,规则 下 打败 ？
482.13200,1,25,16777215,Sun Aug 13 16:46:16 2023,0,38efbe19,1382653794676027136	,10,后期剧情很快，漏洞很多，当然真实情况就不好说了,后期 剧情 很快 ， 漏洞 很多 ， 真实情况 不好 说
876.97900,1,25,16777215,Fri Aug 11 22:40:41 2023,0,f21329da,1381382627172547840	,10,毕业论文啊不生动,毕业论文 不 生动
778.75500,1,25,11890,Thu Aug 10 14:57:46 2023,0,7e0474e3,1380424858575585280	,10,哈哈哈,哈哈哈
379.11500,1,25,16777215,Mon Aug  7 17:07:32 2023,0,e10a5a70,1378315845662506752	,10,杜江？？？,杜江 ？ ？ ？
608.76600,1,25,16777215,Sun Aug  6 19:59:54 2023,0,3f553bb0,1377677824840126208	,10,这里是这样，但其他看不见的地方不一定是这样，很多时候会同流合污,， 看不见 地方 不 ， 很多 会 同流合污
673.90200,1,25,16777215,Thu Aug  3 14:50:43 2023,0,1f133f61,1375347878247481856	,10,我记得哪怕18年之前主流思潮也是这样的，考公务员是“一眼看到头”的象征,记得 18 年 主流 思潮 ， 考 公务员 “ 一眼 头 ” 象征
999.92600,1,25,16777215,Thu Aug  3 14:32:10 2023,0,93489fb0,1375338540451340800	,10,对 看到后面就是这样,
26.66400,1,25,16777215,Thu Aug  3 10:56:38 2023,0,93489fb0,1375230056598780928	,9,亿万高开低走啊,亿万 高开低走
570.79900,1,25,16777215,Fri Jul 28 17:10:43 2023,0,7480a01a,1371069690247521024	,9,细说第2次,细说 2 次
73.98700,1,25,16777215,Fri Jul 28 17:04:14 2023,0,7480a01a,1371066429226805760	,9,房地产算是工业吗,房地产 算是 工业
41.45300,1,25,16777215,Thu Jul 20 21:03:27 2023,0,b9352ab1,1365388622206918144	,9,大亿万,大 亿万
793.53500,1,25,16777215,Thu Jul 20 17:28:06 2023,0,44a2fddb,1365280233959665408	,9,如果黑化，那就真的输了。,黑化 ， 真的 输 。
1017.23000,1,25,15138834,Wed Jul 19 07:50:51 2023,0,fcc09d5f,1364264916953324544	,9,群众,群众
402.83500,1,25,15138834,Wed Jul 19 07:40:16 2023,0,fcc09d5f,1364259592217093376	,9,李有田,李有 田
618.00400,1,25,16777215,Tue Jul 18 22:23:31 2023,0,329f50c0,1363979370934425600	,9,历史中的苦难是怎么变成光明的，靠等和施舍吗？,历史 中 苦难 光明 ， 施舍 ？
605.37400,1,25,16777215,Tue Jul 18 22:22:42 2023,0,329f50c0,1363978961721638400	,9,开始了,
